2.000,1.000,1.000000,-2.9162,0.9824,8708.6294,-2933.5971
1.900,1.000,1.000000,-2.9351,0.9864,8821.5210,-2964.8216
1.800,1.000,0.895685,-2.9511,0.9899,8917.5562,-2991.1627
1.700,1.000,0.634637,-2.9633,0.9924,8991.2164,-3011.2854
1.600,1.000,0.428766,-2.9735,0.9946,9053.5843,-3028.2128
1.500,1.000,0.276233,-2.9809,0.9961,9099.8458,-3040.7493
1.400,1.000,0.170410,-2.9863,0.9972,9132.7789,-3049.6120
1.300,1.000,0.094379,-2.9902,0.9980,9155.7143,-3055.8396
1.200,1.000,0.051355,-2.9922,0.9984,9168.1232,-3059.1881
1.100,1.000,0.024573,-2.9937,0.9987,9177.0970,-3061.5913
1.000,1.000,0.012122,-2.9943,0.9989,9180.7690,-3062.5762
2.000,0.900,1.000000,-2.8069,0.9799,8069.2503,-2816.8470
1.900,0.900,1.000000,-2.8297,0.9850,8200.5450,-2854.3084
1.800,0.900,0.998810,-2.8464,0.9886,8297.7446,-2881.8763
1.700,0.900,0.715607,-2.8605,0.9917,8379.3244,-2904.8994
1.600,0.900,0.489801,-2.8711,0.9939,8441.5808,-2922.3267
1.500,0.900,0.320520,-2.8792,0.9957,8488.9712,-2935.5716
1.400,0.900,0.193457,-2.8856,0.9970,8526.4912,-2946.0185
1.300,0.900,0.112756,-2.8894,0.9978,8549.1721,-2952.3070
1.200,0.900,0.062878,-2.8919,0.9983,8563.6907,-2956.3289
1.100,0.900,0.031732,-2.8936,0.9987,8573.9186,-2959.1505
1.000,0.900,0.012347,-2.8945,0.9989,8579.1302,-2960.6110
2.000,0.800,1.000000,-2.6988,0.9775,7459.5412,-2701.6774
1.900,0.800,1.000000,-2.7211,0.9826,7582.7307,-2738.1179
1.800,0.800,1.000000,-2.7407,0.9870,7692.3018,-2770.2641
1.700,0.800,0.824884,-2.7561,0.9905,7778.8874,-2795.5104
1.600,0.800,0.566107,-2.7681,0.9931,7846.7740,-2815.1995
1.500,0.800,0.371680,-2.7773,0.9951,7898.6938,-2830.1910
1.400,0.800,0.230133,-2.7842,0.9967,7938.0412,-2841.4427
1.300,0.800,0.132849,-2.7888,0.9976,7964.1163,-2848.9548
1.200,0.800,0.071277,-2.7915,0.9982,7979.7188,-2853.4416
1.100,0.800,0.037781,-2.7932,0.9986,7989.0556,-2856.1000
1.000,0.800,0.018836,-2.7943,0.9988,7995.3331,-2857.9030
2.000,0.700,1.000000,-2.5880,0.9743,6859.4801,-2582.2709
1.900,0.700,1.000000,-2.6144,0.9806,6999.7935,-2625.2932
1.800,0.700,1.000000,-2.6356,0.9856,7113.9204,-2659.9967
1.700,0.700,0.953424,-2.6515,0.9892,7199.9587,-2685.8843
1.600,0.700,0.654138,-2.6647,0.9922,7271.2891,-2707.3340
1.500,0.700,0.428564,-2.6751,0.9945,7327.6591,-2724.1924
1.400,0.700,0.264484,-2.6828,0.9962,7370.1808,-2736.8863
1.300,0.700,0.156396,-2.6878,0.9974,7398.0614,-2745.1361
1.200,0.700,0.084766,-2.6912,0.9981,7416.1697,-2750.4718
1.100,0.700,0.043591,-2.6931,0.9985,7426.9488,-2753.6552
1.000,0.700,0.019049,-2.6944,0.9988,7434.1843,-2755.8003
2.000,0.600,1.000000,-2.4776,0.9710,6286.9853,-2463.7446
1.900,0.600,1.000000,-2.5055,0.9779,6429.0166,-2509.0784
1.800,0.600,1.000000,-2.5279,0.9833,6544.3053,-2545.4966
1.700,0.600,1.000000,-2.5467,0.9878,6641.5381,-2576.0170
1.600,0.600,0.752258,-2.5614,0.9912,6718.5393,-2599.8660
1.500,0.600,0.503351,-2.5722,0.9937,6775.5767,-2617.5037
1.400,0.600,0.314783,-2.5806,0.9956,6819.6497,-2631.0969
1.300,0.600,0.187152,-2.5865,0.9970,6850.8708,-2640.7205
1.200,0.600,0.104193,-2.5904,0.9979,6871.0822,-2646.8747
1.100,0.600,0.052014,-2.5929,0.9984,6884.4434,-2650.9745
1.000,0.600,0.025262,-2.5942,0.9987,6891.6888,-2653.1761
3.000,0.600,1.000000,-1.9044,0.8020,3721.2635,-1566.5856
3.000,0.700,1.000000,-2.0629,0.8293,4364.4276,-1753.9766
3.000,0.800,1.000000,-2.2099,0.8497,5007.5590,-1924.7308
3.000,0.900,1.000000,-2.3517,0.8666,5669.0297,-2088.3883
3.000,1.000,1.000000,-2.4914,0.8812,6361.6577,-2249.4843
2.900,0.600,1.000000,-1.9884,0.8299,4054.8391,-1691.7357
2.900,0.700,1.000000,-2.1302,0.8493,4652.7139,-1854.3387
2.900,0.800,1.000000,-2.2873,0.8716,5362.4810,-2042.9116
2.900,0.900,1.000000,-2.4206,0.8849,6004.7296,-2194.6501
2.900,1.000,1.000000,-2.5571,0.8977,6701.0214,-2352.0557
2.800,0.600,1.000000,-2.0572,0.8519,4339.2959,-1796.3895
2.800,0.700,1.000000,-2.2084,0.8725,4999.2690,-1974.5878
2.800,0.800,1.000000,-2.3500,0.8891,5659.6334,-2140.7376
2.800,0.900,1.000000,-2.4872,0.9025,6339.2686,-2299.6565
2.800,1.000,1.000000,-2.6097,0.9109,6977.9335,-2435.2546
2.700,0.600,1.000000,-2.1319,0.8749,4659.2508,-1911.4698
2.700,0.700,1.000000,-2.2686,0.8902,5274.6383,-2069.2630
2.700,0.800,1.000000,-2.4059,0.9042,5931.5181,-2228.8476
2.700,0.900,1.000000,-2.5354,0.9148,6586.5623,-2376.0241
2.700,1.000,1.000000,-2.6642,0.9245,7272.1861,-2523.1034
2.600,0.600,1.000000,-2.1974,0.8946,4948.6592,-2014.1320
2.600,0.700,1.000000,-2.3351,0.9092,5587.7202,-2175.1588
2.600,0.800,1.000000,-2.4664,0.9203,6232.7088,-2325.1471
2.600,0.900,1.000000,-2.5897,0.9286,6871.0235,-2463.4282
2.600,1.000,1.000000,-2.7150,0.9367,7551.3494,-2604.8509
2.500,0.600,1.000000,-2.2591,0.9124,5229.6828,-2111.6475
2.500,0.700,1.000000,-2.3897,0.9238,5850.9056,-2261.4550
2.500,0.800,1.000000,-2.5116,0.9318,6463.0478,-2397.4669
2.500,0.900,1.000000,-2.6391,0.9406,7134.6562,-2542.5626
2.500,1.000,1.000000,-2.7577,0.9466,7789.9004,-2673.7489
2.400,0.600,1.000000,-2.3165,0.9286,5498.1698,-2203.5459
2.400,0.700,1.000000,-2.4409,0.9373,6103.8723,-2343.5939
2.400,0.800,1.000000,-2.5616,0.9444,6721.4935,-2477.8708
2.400,0.900,1.000000,-2.6803,0.9505,7358.8371,-2609.2946
2.400,1.000,1.000000,-2.7984,0.9561,8021.0724,-2740.1868
2.300,0.600,1.000000,-2.3628,0.9411,5719.5600,-2277.6857
2.300,0.700,1.000000,-2.4846,0.9486,6323.5318,-2414.0894
2.300,0.800,1.000000,-2.6033,0.9548,6941.6662,-2545.7854
2.300,0.900,1.000000,-2.7208,0.9601,7582.3677,-2675.3866
2.300,1.000,1.000000,-2.8332,0.9640,8221.7589,-2797.3398
2.200,0.600,1.000000,-2.4084,0.9533,5941.7849,-2351.7067
2.200,0.700,1.000000,-2.5245,0.9588,6528.0927,-2479.0369
2.200,0.800,1.000000,-2.6389,0.9634,7132.4563,-2603.8014
2.200,0.900,1.000000,-2.7540,0.9679,7768.0481,-2729.8354
2.200,1.000,1.000000,-2.8663,0.9714,8414.3739,-2851.6133
2.100,0.600,1.000000,-2.4427,0.9621,6111.3408,-2406.7925
2.100,0.700,1.000000,-2.5588,0.9673,6706.0634,-2534.7470
2.100,0.800,1.000000,-2.6719,0.9713,7311.5297,-2657.6602
2.100,0.900,1.000000,-2.7823,0.9744,7928.1615,-2776.2831
2.100,1.000,1.000000,-2.8926,0.9772,8568.8561,-2894.8278
4.000,0.600,1.000000,-1.1558,0.5102,1378.1675,-608.1314
4.000,0.700,1.000000,-1.3163,0.5620,1784.5804,-761.7017
4.000,0.800,1.000000,-1.4653,0.6036,2210.3736,-910.1398
4.000,0.900,1.000000,-1.6181,0.6404,2692.4341,-1064.9793
4.000,1.000,1.000000,-1.7917,0.6798,3298.1022,-1250.5389
3.900,0.600,1.000000,-1.2096,0.5325,1508.8197,-664.2214
3.900,0.700,1.000000,-1.3629,0.5814,1912.9762,-815.6963
3.900,0.800,1.000000,-1.5547,0.6370,2485.2026,-1017.7372
3.900,0.900,1.000000,-1.6893,0.6641,2931.7929,-1151.9079
3.900,1.000,1.000000,-1.8691,0.7045,3588.8946,-1351.8142
3.800,0.600,1.000000,-1.2889,0.5668,1710.8305,-752.1969
3.800,0.700,1.000000,-1.4524,0.6156,2169.1174,-919.0625
3.800,0.800,1.000000,-1.6046,0.6540,2645.5657,-1077.8997
3.800,0.900,1.000000,-1.7700,0.6917,3217.2632,-1256.6039
3.800,1.000,1.000000,-1.9483,0.7288,3896.5355,-1456.8618
3.700,0.600,1.000000,-1.3637,0.6004,1913.5052,-842.1102
3.700,0.700,1.000000,-1.5084,0.6380,2338.5445,-988.7145
3.700,0.800,1.000000,-1.6897,0.6843,2933.2115,-1187.4132
3.700,0.900,1.000000,-1.8533,0.7186,3526.5589,-1366.8498
3.700,1.000,1.000000,-1.9941,0.7420,4080.8261,-1517.8353
3.600,0.600,1.000000,-1.4272,0.6248,2096.3378,-917.5337
3.600,0.700,1.000000,-1.5909,0.6671,2600.9635,-1090.3056
3.600,0.800,1.000000,-1.7596,0.7090,3181.4400,-1281.2333
3.600,0.900,1.000000,-1.9198,0.7397,3784.2987,-1457.4340
3.600,1.000,1.000000,-2.0667,0.7634,4384.2482,-1618.6218
3.500,0.600,1.000000,-1.4985,0.6533,2309.5950,-1006.6851
3.500,0.700,1.000000,-1.6688,0.6966,2862.1400,-1194.2399
3.500,0.800,1.000000,-1.8349,0.7325,3456.7249,-1379.4062
3.500,0.900,1.000000,-1.9953,0.7632,4086.6378,-1562.3004
3.500,1.000,1.000000,-2.1545,0.7898,4761.2913,-1744.6358
3.400,0.600,1.000000,-1.5690,0.6793,2529.6915,-1094.8243
3.400,0.700,1.000000,-1.7504,0.7254,3147.5074,-1303.6553
3.400,0.800,1.000000,-1.9048,0.7566,3723.7887,-1478.4687
3.400,0.900,1.000000,-2.0697,0.7851,4395.5626,-1666.7401
3.400,1.000,1.000000,-2.2197,0.8077,5054.0523,-1838.4291
3.300,0.600,1.000000,-1.6526,0.7109,2804.3266,-1205.9678
3.300,0.700,1.000000,-1.8267,0.7520,3425.3697,-1409.5604
3.300,0.800,1.000000,-1.9788,0.7797,4018.7707,-1582.7643
3.300,0.900,1.000000,-2.1462,0.8083,4724.6760,-1778.6268
3.300,1.000,1.000000,-2.2868,0.8264,5362.8420,-1937.3196
3.200,0.600,1.000000,-1.7530,0.7500,3155.5584,-1349.4899
3.200,0.700,1.000000,-1.9070,0.7787,3731.9963,-1523.3617
3.200,0.800,1.000000,-2.0566,0.8039,4338.6493,-1695.1576
3.200,0.900,1.000000,-2.2198,0.8296,5053.4099,-1887.9330
3.200,1.000,1.000000,-2.3550,0.8447,5686.2985,-2038.9266
3.100,0.600,1.000000,-1.8228,0.7745,3411.0539,-1448.6179
3.100,0.700,1.000000,-1.9963,0.8082,4086.9700,-1653.9813
3.100,0.800,1.000000,-2.1453,0.8306,4720.2753,-1826.8947
3.100,0.900,1.000000,-2.2835,0.8477,5346.2973,-1984.1068
3.100,1.000,1.000000,-2.4326,0.8658,6066.1948,-2158.5204
2.000,1.500,0.921185,-3.4447,0.9897,12151.3813,-3491.0431
1.900,1.500,0.681970,-3.4573,0.9920,12240.0688,-3512.1740
1.800,1.500,0.482593,-3.4682,0.9941,12317.1175,-3530.4613
1.700,1.500,0.327527,-3.4766,0.9957,12376.8383,-3544.6327
1.600,1.500,0.216699,-3.4823,0.9967,12417.7002,-3554.3211
1.500,1.500,0.138818,-3.4868,0.9976,12449.6103,-3561.8546
1.400,1.500,0.080798,-3.4900,0.9982,12472.2502,-3567.2084
1.300,1.500,0.044190,-3.4920,0.9985,12487.1249,-3570.6638
1.200,1.500,0.024622,-3.4931,0.9987,12494.4097,-3572.3695
1.100,1.500,0.012329,-3.4938,0.9989,12499.3910,-3573.5548
1.000,1.500,0.006323,-3.4942,0.9990,12502.5755,-3574.3131
2.000,1.400,0.999884,-3.3400,0.9885,11424.1740,-3381.2744
1.900,1.400,0.760590,-3.3540,0.9913,11520.1082,-3404.6659
1.800,1.400,0.541772,-3.3652,0.9934,11596.7323,-3423.2223
1.700,1.400,0.379468,-3.3740,0.9951,11656.9370,-3437.9284
1.600,1.400,0.251715,-3.3808,0.9964,11704.6035,-3449.5219
1.500,1.400,0.159637,-3.3857,0.9973,11738.4583,-3457.7719
1.400,1.400,0.094910,-3.3895,0.9980,11764.4706,-3464.0319
1.300,1.400,0.057526,-3.3918,0.9985,11780.2559,-3467.8450
1.200,1.400,0.031335,-3.3930,0.9987,11788.7601,-3469.8967
1.100,1.400,0.011658,-3.3942,0.9989,11796.8952,-3471.8727
1.000,1.400,0.005933,-3.3943,0.9990,11798.3027,-3472.2113
2.000,1.300,1.000000,-3.2349,0.9873,10716.4419,-3270.6411
1.900,1.300,0.859906,-3.2499,0.9903,10815.9011,-3295.6734
1.800,1.300,0.614752,-3.2623,0.9927,10898.7218,-3316.4748
1.700,1.300,0.430432,-3.2719,0.9946,10962.8679,-3332.4423
1.600,1.300,0.286456,-3.2793,0.9960,11011.8204,-3344.5696
1.500,1.300,0.177093,-3.2852,0.9972,11051.3597,-3354.4457
1.400,1.300,0.108093,-3.2890,0.9979,11076.8431,-3360.7941
1.300,1.300,0.062463,-3.2914,0.9984,11093.2200,-3364.8751
1.200,1.300,0.030127,-3.2931,0.9987,11104.9294,-3367.7599
1.100,1.300,0.018811,-3.2936,0.9988,11108.3496,-3368.6101
1.000,1.300,0.006006,-3.2945,0.9990,11114.0534,-3370.0134
2.000,1.200,1.000000,-3.1293,0.9859,10028.0655,-3159.2274
1.900,1.200,0.966742,-3.1459,0.9892,10134.6184,-3186.8949
1.800,1.200,0.697076,-3.1587,0.9919,10217.3900,-3208.3215
1.700,1.200,0.488013,-3.1696,0.9940,10288.0251,-3226.4582
1.600,1.200,0.329913,-3.1776,0.9956,10339.3606,-3239.5563
1.500,1.200,0.205383,-3.1841,0.9969,10381.8293,-3250.4228
1.400,1.200,0.128644,-3.1879,0.9977,10406.9355,-3256.8139
1.300,1.200,0.070496,-3.1909,0.9982,10426.2510,-3261.7314
1.200,1.200,0.037830,-3.1928,0.9986,10438.8160,-3264.9127
1.100,1.200,0.018994,-3.1938,0.9988,10445.0431,-3266.4994
1.000,1.200,0.006030,-3.1946,0.9990,10450.2798,-3267.8273
2.000,1.100,1.000000,-3.0230,0.9843,9359.0568,-3047.0789
1.900,1.100,1.000000,-3.0407,0.9879,9468.2178,-3076.2192
1.800,1.100,0.787256,-3.0551,0.9909,9558.2842,-3100.0904
1.700,1.100,0.554254,-3.0666,0.9933,9630.3236,-3119.1048
1.600,1.100,0.373321,-3.0755,0.9951,9686.1163,-3133.9042
1.500,1.100,0.238532,-3.0825,0.9965,9730.3878,-3145.6208
1.400,1.100,0.146668,-3.0872,0.9975,9759.9465,-3153.3427
1.300,1.100,0.079925,-3.0908,0.9982,9782.3151,-3159.1928
1.200,1.100,0.044000,-3.0928,0.9986,9794.7510,-3162.4527
1.100,1.100,0.024207,-3.0937,0.9988,9800.5101,-3163.9693
1.000,1.100,0.012329,-3.0944,0.9989,9805.2861,-3165.2228
3.000,1.100,1.000000,-2.6312,0.8944,7094.7913,-2411.0387
3.000,1.200,1.000000,-2.7652,0.9055,7835.0042,-2565.2540
3.000,1.300,1.000000,-2.8918,0.9141,8568.0304,-2707.8085
3.000,1.400,1.000000,-3.0126,0.9208,9297.9028,-2841.4675
3.000,1.500,1.000000,-3.1404,0.9286,10103.7680,-2987.1739
2.900,1.100,1.000000,-2.6879,0.9082,7402.4686,-2500.8703
2.900,1.200,1.000000,-2.8114,0.9162,8098.0380,-2638.6282
2.900,1.300,1.000000,-2.9393,0.9247,8850.9916,-2784.2747
2.900,1.400,1.000000,-3.0637,0.9319,9615.8137,-2924.5070
2.900,1.500,1.000000,-3.1849,0.9378,10390.9804,-3059.4136
2.800,1.100,1.000000,-2.7403,0.9208,7693.9318,-2584.9189
2.800,1.200,1.000000,-2.8636,0.9284,8401.1907,-2723.2941
2.800,1.300,1.000000,-2.9912,0.9362,9165.5289,-2868.2951
2.800,1.400,1.000000,-3.1107,0.9419,9911.9739,-3000.8731
2.800,1.500,1.000000,-3.2276,0.9468,10670.9619,-3129.7931
2.700,1.100,1.000000,-2.7927,0.9332,7989.6932,-2669.5350
2.700,1.200,1.000000,-2.9143,0.9397,8700.3640,-2804.9708
2.700,1.300,1.000000,-3.0302,0.9447,9405.6729,-2931.9575
2.700,1.400,1.000000,-3.1527,0.9507,10181.0713,-3069.9360
2.700,1.500,1.000000,-3.2667,0.9547,10930.1645,-3194.0204
2.600,1.100,1.000000,-2.8346,0.9428,8230.7132,-2737.2973
2.600,1.200,1.000000,-2.9559,0.9491,8949.9224,-2873.2682
2.600,1.300,1.000000,-3.0740,0.9541,9678.8883,-3003.8427
2.600,1.400,1.000000,-3.1882,0.9581,10411.1633,-3128.3291
2.600,1.500,1.000000,-3.3005,0.9615,11157.4507,-3250.1347
2.500,1.100,1.000000,-2.8776,0.9526,8481.5562,-2807.3665
2.500,1.200,1.000000,-2.9969,0.9580,9199.0941,-2940.2598
2.500,1.300,1.000000,-3.1090,0.9615,9900.3420,-3061.5616
2.500,1.400,1.000000,-3.2237,0.9654,10644.0934,-3187.2881
2.500,1.500,1.000000,-3.3359,0.9685,11397.6773,-3308.8863
2.400,1.100,1.000000,-2.9164,0.9612,8711.6299,-2871.1141
2.400,1.200,1.000000,-3.0293,0.9650,9399.0325,-2993.8169
2.400,1.300,1.000000,-3.1412,0.9682,10105.5699,-3114.6613
2.400,1.400,1.000000,-3.2516,0.9710,10828.7991,-3233.6302
2.400,1.500,1.000000,-3.3630,0.9739,11582.8133,-3354.1086
2.300,1.100,1.000000,-2.9477,0.9681,8899.0608,-2922.4667
2.300,1.200,1.000000,-3.0601,0.9715,9590.2637,-3044.4575
2.300,1.300,1.000000,-3.1696,0.9741,10288.6671,-3161.8114
2.300,1.400,1.000000,-3.2802,0.9768,11019.3612,-3281.1784
2.300,1.500,1.000000,-3.3868,0.9785,11747.3650,-3393.8944
2.200,1.100,1.000000,-2.9768,0.9744,9075.2640,-2970.5152
2.200,1.200,1.000000,-3.0863,0.9770,9755.3665,-3087.8707
2.200,1.300,1.000000,-3.1947,0.9792,10452.4279,-3203.6594
2.200,1.400,1.000000,-3.3037,0.9815,11177.9527,-3320.6095
2.200,1.500,1.000000,-3.4108,0.9832,11914.0973,-3434.1752
2.100,1.100,1.000000,-3.0009,0.9796,9222.7591,-3010.4802
2.100,1.200,1.000000,-3.1099,0.9819,9904.8288,-3127.1285
2.100,1.300,1.000000,-3.2173,0.9838,10600.6014,-3241.3002
2.100,1.400,1.000000,-3.3231,0.9852,11309.0734,-3352.9290
2.100,1.500,1.000000,-3.4288,0.9867,12039.8094,-3464.4169
4.000,1.100,1.000000,-1.9316,0.7041,3831.0775,-1395.8802
4.000,1.200,1.000000,-2.0923,0.7318,4494.8025,-1571.0763
4.000,1.300,1.000000,-2.2545,0.7577,5215.3427,-1752.0958
4.000,1.400,1.000000,-2.3827,0.7719,5825.7209,-1886.4751
4.000,1.500,1.000000,-2.5354,0.7909,6593.3683,-2055.9913
3.900,1.100,1.000000,-2.0175,0.7290,4178.7632,-1509.1613
3.900,1.200,1.000000,-2.1716,0.7538,4839.3709,-1679.1212
3.900,1.300,1.000000,-2.3204,0.7741,5525.2176,-1842.4763
3.900,1.400,1.000000,-2.4703,0.7938,6259.0149,-2010.4572
3.900,1.500,1.000000,-2.6058,0.8079,6963.2514,-2158.2657
3.800,1.100,1.000000,-2.0764,0.7468,4424.0300,-1590.3522
3.800,1.200,1.000000,-2.2511,0.7764,5199.0981,-1792.2927
3.800,1.300,1.000000,-2.3858,0.7917,5838.7545,-1936.7047
3.800,1.400,1.000000,-2.5374,0.8106,6602.3841,-2108.6509
3.800,1.500,1.000000,-2.6808,0.8260,7369.2687,-2269.8588
3.700,1.100,1.000000,-2.1747,0.7746,4851.2362,-1727.2786
3.700,1.200,1.000000,-2.2995,0.7883,5423.6373,-1858.6858
3.700,1.300,1.000000,-2.4531,0.8090,6170.7983,-2034.4690
3.700,1.400,1.000000,-2.5954,0.8245,6906.6322,-2193.4573
3.700,1.500,1.000000,-2.7367,0.8392,7678.0899,-2353.9358
3.600,1.100,1.000000,-2.2268,0.7884,5087.9335,-1800.6948
3.600,1.200,1.000000,-2.3711,0.8071,5766.9926,-1962.2599
3.600,1.300,1.000000,-2.5282,0.8278,6554.2890,-2145.2278
3.600,1.400,1.000000,-2.6645,0.8414,7278.0080,-2297.5165
3.600,1.500,1.000000,-2.7949,0.8521,8007.4393,-2440.7544
3.500,1.100,1.000000,-2.3012,0.8092,5430.6668,-1909.0902
3.500,1.200,1.000000,-2.4421,0.8258,6115.2635,-2067.2974
3.500,1.300,1.000000,-2.5963,0.8446,6910.3780,-2247.2826
3.500,1.400,1.000000,-2.7246,0.8555,7609.7547,-2388.7604
3.500,1.500,1.000000,-2.8626,0.8679,8398.6949,-2545.7595
3.400,1.100,1.000000,-2.3736,0.8287,5777.3380,-2016.3719
3.400,1.200,1.000000,-2.5149,0.8444,6484.3954,-2176.5744
3.400,1.300,1.000000,-2.6505,0.8574,7201.0099,-2328.9076
3.400,1.400,1.000000,-2.7956,0.8720,8010.3397,-2497.9853
3.400,1.500,1.000000,-2.9229,0.8813,8755.3295,-2639.3834
3.300,1.100,1.000000,-2.4407,0.8464,6107.3949,-2117.3352
3.300,1.200,1.000000,-2.5861,0.8622,6854.9459,-2284.9831
3.300,1.300,1.000000,-2.7120,0.8723,7539.0665,-2424.1213
3.300,1.400,1.000000,-2.8521,0.8851,8336.0336,-2586.3174
3.300,1.500,1.000000,-2.9797,0.8940,9098.0443,-2729.0394
3.200,1.100,1.000000,-2.5067,0.8633,6440.6139,-2217.5906
3.200,1.200,1.000000,-2.6412,0.8756,7150.0297,-2369.8091
3.200,1.300,1.000000,-2.7731,0.8867,7880.9038,-2519.3997
3.200,1.400,1.000000,-2.9077,0.8975,8663.0366,-2673.4759
3.200,1.500,1.000000,-3.0380,0.9067,9456.7644,-2821.8553
3.100,1.100,1.000000,-2.5660,0.8784,6748.2132,-2309.4931
3.100,1.200,1.000000,-2.7038,0.8911,7491.9104,-2468.5296
3.100,1.300,1.000000,-2.8324,0.9004,8220.7206,-2612.7284
3.100,1.400,1.000000,-2.9735,0.9123,9059.2115,-2778.8431
3.100,1.500,1.000000,-3.0933,0.9185,9803.1139,-2910.4456
2.000,2.000,0.538428,-3.9618,0.9935,16072.8956,-4030.6678
1.900,2.000,0.385034,-3.9712,0.9951,16149.7845,-4046.9256
1.800,2.000,0.268335,-3.9777,0.9962,16202.1950,-4057.9758
1.700,2.000,0.182459,-3.9831,0.9972,16246.3063,-4067.2252
1.600,2.000,0.119244,-3.9869,0.9978,16277.3850,-4073.6797
1.500,2.000,0.066919,-3.9899,0.9983,16301.5695,-4078.7966
1.400,2.000,0.042658,-3.9913,0.9985,16313.0812,-4081.2056
1.300,2.000,0.024744,-3.9928,0.9988,16324.8227,-4083.6584
1.200,2.000,0.012390,-3.9935,0.9989,16330.5397,-4084.8557
1.100,2.000,0.006067,-3.9937,0.9989,16332.9137,-4085.3469
1.000,2.000,0.006335,-3.9937,0.9990,16332.9127,-4085.3534
